T24,CO2 emission estimates,,,
Region/Country/Area,,Year,Series,Value
8,Albania,1975,Emissions (thousand metric tons of carbon dioxide),"4,338"
8,Albania,1985,Emissions (thousand metric tons of carbon dioxide),"6,930"
8,Albania,2005,Emissions (thousand metric tons of carbon dioxide),"3,825"
8,Albania,2010,Emissions (thousand metric tons of carbon dioxide),"3,930"
8,Albania,2015,Emissions (thousand metric tons of carbon dioxide),"3,825"
8,Albania,2016,Emissions (thousand metric tons of carbon dioxide),"3,674"
8,Albania,2017,Emissions (thousand metric tons of carbon dioxide),"4,342"
8,Albania,2018,Emissions (thousand metric tons of carbon dioxide),"4,303"
8,Albania,1975,Emissions per capita (metric tons of carbon dioxide),1.8
8,Albania,1985,Emissions per capita (metric tons of carbon dioxide),2.3
8,Albania,2005,Emissions per capita (metric tons of carbon dioxide),1.3
8,Albania,2010,Emissions per capita (metric tons of carbon dioxide),1.3
8,Albania,2015,Emissions per capita (metric tons of carbon dioxide),1.3
8,Albania,2016,Emissions per capita (metric tons of carbon dioxide),1.3
8,Albania,2017,Emissions per capita (metric tons of carbon dioxide),1.5
8,Albania,2018,Emissions per capita (metric tons of carbon dioxide),1.5
12,Algeria,1975,Emissions (thousand metric tons of carbon dioxide),"13,553"
12,Algeria,1985,Emissions (thousand metric tons of carbon dioxide),"42,073"
12,Algeria,2005,Emissions (thousand metric tons of carbon dioxide),"77,474"
12,Algeria,2010,Emissions (thousand metric tons of carbon dioxide),"95,643"
12,Algeria,2015,Emissions (thousand metric tons of carbon dioxide),"130,481"
12,Algeria,2016,Emissions (thousand metric tons of carbon dioxide),"127,878"
12,Algeria,2017,Emissions (thousand metric tons of carbon dioxide),"130,532"
12,Algeria,2018,Emissions (thousand metric tons of carbon dioxide),"137,280"
12,Algeria,1975,Emissions per capita (metric tons of carbon dioxide),0.8
12,Algeria,1985,Emissions per capita (metric tons of carbon dioxide),1.9
12,Algeria,2005,Emissions per capita (metric tons of carbon dioxide),2.3
12,Algeria,2010,Emissions per capita (metric tons of carbon dioxide),2.7
12,Algeria,2015,Emissions per capita (metric tons of carbon dioxide),3.3
12,Algeria,2016,Emissions per capita (metric tons of carbon dioxide),3.2
12,Algeria,2017,Emissions per capita (metric tons of carbon dioxide),3.2
12,Algeria,2018,Emissions per capita (metric tons of carbon dioxide),3.3
24,Angola,1975,Emissions (thousand metric tons of carbon dioxide),"1,956"
24,Angola,1985,Emissions (thousand metric tons of carbon dioxide),"2,818"
24,Angola,2005,Emissions (thousand metric tons of carbon dioxide),"6,147"
24,Angola,2010,Emissions (thousand metric tons of carbon dioxide),"15,152"
24,Angola,2015,Emissions (thousand metric tons of carbon dioxide),"21,532"
24,Angola,2016,Emissions (thousand metric tons of carbon dioxide),"21,458"
24,Angola,2017,Emissions (thousand metric tons of carbon dioxide),"18,876"
24,Angola,2018,Emissions (thousand metric tons of carbon dioxide),"18,802"
24,Angola,1975,Emissions per capita (metric tons of carbon dioxide),0.3
24,Angola,1985,Emissions per capita (metric tons of carbon dioxide),0.3
24,Angola,2005,Emissions per capita (metric tons of carbon dioxide),0.3
24,Angola,2010,Emissions per capita (metric tons of carbon dioxide),0.6
24,Angola,2015,Emissions per capita (metric tons of carbon dioxide),0.8
24,Angola,2016,Emissions per capita (metric tons of carbon dioxide),0.7
24,Angola,2017,Emissions per capita (metric tons of carbon dioxide),0.6
24,Angola,2018,Emissions per capita (metric tons of carbon dioxide),0.6
32,Argentina,1975,Emissions (thousand metric tons of carbon dioxide),"84,509"
32,Argentina,1985,Emissions (thousand metric tons of carbon dioxide),"87,107"
32,Argentina,2005,Emissions (thousand metric tons of carbon dioxide),"141,832"
32,Argentina,2010,Emissions (thousand metric tons of carbon dioxide),"162,436"
32,Argentina,2015,Emissions (thousand metric tons of carbon dioxide),"179,586"
32,Argentina,2016,Emissions (thousand metric tons of carbon dioxide),"177,995"
32,Argentina,2017,Emissions (thousand metric tons of carbon dioxide),"173,925"
32,Argentina,2018,Emissions (thousand metric tons of carbon dioxide),"171,160"
32,Argentina,1975,Emissions per capita (metric tons of carbon dioxide),3.3
32,Argentina,1985,Emissions per capita (metric tons of carbon dioxide),2.9
32,Argentina,2005,Emissions per capita (metric tons of carbon dioxide),3.6
32,Argentina,2010,Emissions per capita (metric tons of carbon dioxide),4
32,Argentina,2015,Emissions per capita (metric tons of carbon dioxide),4.2
32,Argentina,2016,Emissions per capita (metric tons of carbon dioxide),4.1
32,Argentina,2017,Emissions per capita (metric tons of carbon dioxide),3.9
32,Argentina,2018,Emissions per capita (metric tons of carbon dioxide),3.8
51,Armenia,2005,Emissions (thousand metric tons of carbon dioxide),"4,130"
51,Armenia,2010,Emissions (thousand metric tons of carbon dioxide),"4,048"
51,Armenia,2015,Emissions (thousand metric tons of carbon dioxide),"5,101"
51,Armenia,2016,Emissions (thousand metric tons of carbon dioxide),"4,912"
51,Armenia,2017,Emissions (thousand metric tons of carbon dioxide),"5,166"
51,Armenia,2018,Emissions (thousand metric tons of carbon dioxide),"5,395"
51,Armenia,2005,Emissions per capita (metric tons of carbon dioxide),1.4
51,Armenia,2010,Emissions per capita (metric tons of carbon dioxide),1.4
51,Armenia,2015,Emissions per capita (metric tons of carbon dioxide),1.7
51,Armenia,2016,Emissions per capita (metric tons of carbon dioxide),1.7
51,Armenia,2017,Emissions per capita (metric tons of carbon dioxide),1.8
51,Armenia,2018,Emissions per capita (metric tons of carbon dioxide),1.8
36,Australia,1975,Emissions (thousand metric tons of carbon dioxide),"179,467"
36,Australia,1985,Emissions (thousand metric tons of carbon dioxide),"220,128"
36,Australia,2005,Emissions (thousand metric tons of carbon dioxide),"365,515"
36,Australia,2010,Emissions (thousand metric tons of carbon dioxide),"383,364"
36,Australia,2015,Emissions (thousand metric tons of carbon dioxide),"372,446"
36,Australia,2016,Emissions (thousand metric tons of carbon dioxide),"380,576"
36,Australia,2017,Emissions (thousand metric tons of carbon dioxide),"383,785"
36,Australia,2018,Emissions (thousand metric tons of carbon dioxide),"382,879"
36,Australia,1975,Emissions per capita (metric tons of carbon dioxide),12.8
36,Australia,1985,Emissions per capita (metric tons of carbon dioxide),13.9
36,Australia,2005,Emissions per capita (metric tons of carbon dioxide),18.1
36,Australia,2010,Emissions per capita (metric tons of carbon dioxide),17.4
36,Australia,2015,Emissions per capita (metric tons of carbon dioxide),15.6
36,Australia,2016,Emissions per capita (metric tons of carbon dioxide),15.7
36,Australia,2017,Emissions per capita (metric tons of carbon dioxide),15.6
36,Australia,2018,Emissions per capita (metric tons of carbon dioxide),15.3
40,Austria,1975,Emissions (thousand metric tons of carbon dioxide),"49,489"
40,Austria,1985,Emissions (thousand metric tons of carbon dioxide),"52,649"
40,Austria,2005,Emissions (thousand metric tons of carbon dioxide),"74,439"
40,Austria,2010,Emissions (thousand metric tons of carbon dioxide),"68,337"
40,Austria,2015,Emissions (thousand metric tons of carbon dioxide),"61,452"
40,Austria,2016,Emissions (thousand metric tons of carbon dioxide),"61,665"
40,Austria,2017,Emissions (thousand metric tons of carbon dioxide),"64,118"
40,Austria,2018,Emissions (thousand metric tons of carbon dioxide),"61,468"
40,Austria,1975,Emissions per capita (metric tons of carbon dioxide),6.5
40,Austria,1985,Emissions per capita (metric tons of carbon dioxide),7
40,Austria,2005,Emissions per capita (metric tons of carbon dioxide),9.1
40,Austria,2010,Emissions per capita (metric tons of carbon dioxide),8.2
40,Austria,2015,Emissions per capita (metric tons of carbon dioxide),7.1
40,Austria,2016,Emissions per capita (metric tons of carbon dioxide),7.1
40,Austria,2017,Emissions per capita (metric tons of carbon dioxide),7.3
40,Austria,2018,Emissions per capita (metric tons of carbon dioxide),7
31,Azerbaijan,2005,Emissions (thousand metric tons of carbon dioxide),"29,018"
31,Azerbaijan,2010,Emissions (thousand metric tons of carbon dioxide),"23,532"
31,Azerbaijan,2015,Emissions (thousand metric tons of carbon dioxide),"30,806"
31,Azerbaijan,2016,Emissions (thousand metric tons of carbon dioxide),"31,409"
31,Azerbaijan,2017,Emissions (thousand metric tons of carbon dioxide),"30,806"
31,Azerbaijan,2018,Emissions (thousand metric tons of carbon dioxide),"30,947"
31,Azerbaijan,2005,Emissions per capita (metric tons of carbon dioxide),3.5
31,Azerbaijan,2010,Emissions per capita (metric tons of carbon dioxide),2.6
31,Azerbaijan,2015,Emissions per capita (metric tons of carbon dioxide),3.2
31,Azerbaijan,2016,Emissions per capita (metric tons of carbon dioxide),3.2
31,Azerbaijan,2017,Emissions per capita (metric tons of carbon dioxide),3.1
31,Azerbaijan,2018,Emissions per capita (metric tons of carbon dioxide),3.1
48,Bahrain,1975,Emissions (thousand metric tons of carbon dioxide),"5,230"
48,Bahrain,1985,Emissions (thousand metric tons of carbon dioxide),"9,100"
48,Bahrain,2005,Emissions (thousand metric tons of carbon dioxide),"20,565"
48,Bahrain,2010,Emissions (thousand metric tons of carbon dioxide),"25,552"
48,Bahrain,2015,Emissions (thousand metric tons of carbon dioxide),"30,073"
48,Bahrain,2016,Emissions (thousand metric tons of carbon dioxide),"29,639"
48,Bahrain,2017,Emissions (thousand metric tons of carbon dioxide),"29,814"
48,Bahrain,2018,Emissions (thousand metric tons of carbon dioxide),"30,188"
48,Bahrain,1975,Emissions per capita (metric tons of carbon dioxide),19.6
48,Bahrain,1985,Emissions per capita (metric tons of carbon dioxide),21.7
48,Bahrain,2005,Emissions per capita (metric tons of carbon dioxide),23.1
48,Bahrain,2010,Emissions per capita (metric tons of carbon dioxide),20.6
48,Bahrain,2015,Emissions per capita (metric tons of carbon dioxide),21.9
48,Bahrain,2016,Emissions per capita (metric tons of carbon dioxide),20.8
48,Bahrain,2017,Emissions per capita (metric tons of carbon dioxide),20
48,Bahrain,2018,Emissions per capita (metric tons of carbon dioxide),19.2
50,Bangladesh,1975,Emissions (thousand metric tons of carbon dioxide),"4,410"
50,Bangladesh,1985,Emissions (thousand metric tons of carbon dioxide),"7,705"
50,Bangladesh,2005,Emissions (thousand metric tons of carbon dioxide),"31,960"
50,Bangladesh,2010,Emissions (thousand metric tons of carbon dioxide),"49,900"
50,Bangladesh,2015,Emissions (thousand metric tons of carbon dioxide),"70,895"
50,Bangladesh,2016,Emissions (thousand metric tons of carbon dioxide),"72,944"
50,Bangladesh,2017,Emissions (thousand metric tons of carbon dioxide),"77,917"
50,Bangladesh,2018,Emissions (thousand metric tons of carbon dioxide),"81,967"
50,Bangladesh,1975,Emissions per capita (metric tons of carbon dioxide),0.1
50,Bangladesh,1985,Emissions per capita (metric tons of carbon dioxide),0.1
50,Bangladesh,2005,Emissions per capita (metric tons of carbon dioxide),0.2
50,Bangladesh,2010,Emissions per capita (metric tons of carbon dioxide),0.3
50,Bangladesh,2015,Emissions per capita (metric tons of carbon dioxide),0.5
50,Bangladesh,2016,Emissions per capita (metric tons of carbon dioxide),0.5
50,Bangladesh,2017,Emissions per capita (metric tons of carbon dioxide),0.5
50,Bangladesh,2018,Emissions per capita (metric tons of carbon dioxide),0.5
112,Belarus,2005,Emissions (thousand metric tons of carbon dioxide),"55,014"
112,Belarus,2010,Emissions (thousand metric tons of carbon dioxide),"59,498"
112,Belarus,2015,Emissions (thousand metric tons of carbon dioxide),"52,618"
112,Belarus,2016,Emissions (thousand metric tons of carbon dioxide),"53,005"
112,Belarus,2017,Emissions (thousand metric tons of carbon dioxide),"54,020"
112,Belarus,2018,Emissions (thousand metric tons of carbon dioxide),"57,090"
112,Belarus,2005,Emissions per capita (metric tons of carbon dioxide),5.7
112,Belarus,2010,Emissions per capita (metric tons of carbon dioxide),6.3
112,Belarus,2015,Emissions per capita (metric tons of carbon dioxide),5.5
112,Belarus,2016,Emissions per capita (metric tons of carbon dioxide),5.6
112,Belarus,2017,Emissions per capita (metric tons of carbon dioxide),5.7
112,Belarus,2018,Emissions per capita (metric tons of carbon dioxide),6
56,Belgium,1975,Emissions (thousand metric tons of carbon dioxide),"115,557"
56,Belgium,1985,Emissions (thousand metric tons of carbon dioxide),"100,992"
56,Belgium,2005,Emissions (thousand metric tons of carbon dioxide),"107,677"
56,Belgium,2010,Emissions (thousand metric tons of carbon dioxide),"103,891"
56,Belgium,2015,Emissions (thousand metric tons of carbon dioxide),"92,848"
56,Belgium,2016,Emissions (thousand metric tons of carbon dioxide),"91,887"
56,Belgium,2017,Emissions (thousand metric tons of carbon dioxide),"90,478"
56,Belgium,2018,Emissions (thousand metric tons of carbon dioxide),"91,176"
56,Belgium,1975,Emissions per capita (metric tons of carbon dioxide),11.8
56,Belgium,1985,Emissions per capita (metric tons of carbon dioxide),10.2
56,Belgium,2005,Emissions per capita (metric tons of carbon dioxide),10.3
56,Belgium,2010,Emissions per capita (metric tons of carbon dioxide),9.5
56,Belgium,2015,Emissions per capita (metric tons of carbon dioxide),8.2
56,Belgium,2016,Emissions per capita (metric tons of carbon dioxide),8.1
56,Belgium,2017,Emissions per capita (metric tons of carbon dioxide),8
56,Belgium,2018,Emissions per capita (metric tons of carbon dioxide),8
204,Benin,1975,Emissions (thousand metric tons of carbon dioxide),463
204,Benin,1985,Emissions (thousand metric tons of carbon dioxide),473
204,Benin,2005,Emissions (thousand metric tons of carbon dioxide),"2,678"
204,Benin,2010,Emissions (thousand metric tons of carbon dioxide),"4,583"
204,Benin,2015,Emissions (thousand metric tons of carbon dioxide),"5,291"
204,Benin,2016,Emissions (thousand metric tons of carbon dioxide),"6,529"
204,Benin,2017,Emissions (thousand metric tons of carbon dioxide),"6,663"
204,Benin,2018,Emissions (thousand metric tons of carbon dioxide),"7,212"
204,Benin,1975,Emissions per capita (metric tons of carbon dioxide),0.1
204,Benin,1985,Emissions per capita (metric tons of carbon dioxide),0.1
204,Benin,2005,Emissions per capita (metric tons of carbon dioxide),0.3
204,Benin,2010,Emissions per capita (metric tons of carbon dioxide),0.5
204,Benin,2015,Emissions per capita (metric tons of carbon dioxide),0.5
204,Benin,2016,Emissions per capita (metric tons of carbon dioxide),0.6
204,Benin,2017,Emissions per capita (metric tons of carbon dioxide),0.6
204,Benin,2018,Emissions per capita (metric tons of carbon dioxide),0.6
68,Bolivia (Plurin. State of),1975,Emissions (thousand metric tons of carbon dioxide),"3,251"
68,Bolivia (Plurin. State of),1985,Emissions (thousand metric tons of carbon dioxide),"4,424"
68,Bolivia (Plurin. State of),2005,Emissions (thousand metric tons of carbon dioxide),"9,132"
68,Bolivia (Plurin. State of),2010,Emissions (thousand metric tons of carbon dioxide),"13,817"
68,Bolivia (Plurin. State of),2015,Emissions (thousand metric tons of carbon dioxide),"18,637"
68,Bolivia (Plurin. State of),2016,Emissions (thousand metric tons of carbon dioxide),"19,849"
68,Bolivia (Plurin. State of),2017,Emissions (thousand metric tons of carbon dioxide),"20,584"
68,Bolivia (Plurin. State of),2018,Emissions (thousand metric tons of carbon dioxide),"21,042"
68,Bolivia (Plurin. State of),1975,Emissions per capita (metric tons of carbon dioxide),0.7
68,Bolivia (Plurin. State of),1985,Emissions per capita (metric tons of carbon dioxide),0.7
68,Bolivia (Plurin. State of),2005,Emissions per capita (metric tons of carbon dioxide),1
68,Bolivia (Plurin. State of),2010,Emissions per capita (metric tons of carbon dioxide),1.4
68,Bolivia (Plurin. State of),2015,Emissions per capita (metric tons of carbon dioxide),1.7
68,Bolivia (Plurin. State of),2016,Emissions per capita (metric tons of carbon dioxide),1.8
68,Bolivia (Plurin. State of),2017,Emissions per capita (metric tons of carbon dioxide),1.8
68,Bolivia (Plurin. State of),2018,Emissions per capita (metric tons of carbon dioxide),1.9
70,Bosnia and Herzegovina,2005,Emissions (thousand metric tons of carbon dioxide),"15,858"
70,Bosnia and Herzegovina,2010,Emissions (thousand metric tons of carbon dioxide),"20,483"
70,Bosnia and Herzegovina,2015,Emissions (thousand metric tons of carbon dioxide),"19,306"
70,Bosnia and Herzegovina,2016,Emissions (thousand metric tons of carbon dioxide),"22,019"
70,Bosnia and Herzegovina,2017,Emissions (thousand metric tons of carbon dioxide),"22,328"
70,Bosnia and Herzegovina,2018,Emissions (thousand metric tons of carbon dioxide),"22,220"
70,Bosnia and Herzegovina,2005,Emissions per capita (metric tons of carbon dioxide),4.2
70,Bosnia and Herzegovina,2010,Emissions per capita (metric tons of carbon dioxide),5.5
70,Bosnia and Herzegovina,2015,Emissions per capita (metric tons of carbon dioxide),5.6
70,Bosnia and Herzegovina,2016,Emissions per capita (metric tons of carbon dioxide),6.5
70,Bosnia and Herzegovina,2017,Emissions per capita (metric tons of carbon dioxide),6.7
70,Bosnia and Herzegovina,2018,Emissions per capita (metric tons of carbon dioxide),6.7
72,Botswana,1975,Emissions (thousand metric tons of carbon dioxide),464
72,Botswana,1985,Emissions (thousand metric tons of carbon dioxide),"1,501"
72,Botswana,2005,Emissions (thousand metric tons of carbon dioxide),"4,279"
72,Botswana,2010,Emissions (thousand metric tons of carbon dioxide),"3,271"
72,Botswana,2015,Emissions (thousand metric tons of carbon dioxide),"7,069"
72,Botswana,2016,Emissions (thousand metric tons of carbon dioxide),"6,980"
72,Botswana,2017,Emissions (thousand metric tons of carbon dioxide),"7,728"
72,Botswana,2018,Emissions (thousand metric tons of carbon dioxide),"8,068"
72,Botswana,1975,Emissions per capita (metric tons of carbon dioxide),0.6
72,Botswana,1985,Emissions per capita (metric tons of carbon dioxide),1.4
72,Botswana,2005,Emissions per capita (metric tons of carbon dioxide),2.4
72,Botswana,2010,Emissions per capita (metric tons of carbon dioxide),1.6
72,Botswana,2015,Emissions per capita (metric tons of carbon dioxide),3.3
72,Botswana,2016,Emissions per capita (metric tons of carbon dioxide),3.2
72,Botswana,2017,Emissions per capita (metric tons of carbon dioxide),3.5
72,Botswana,2018,Emissions per capita (metric tons of carbon dioxide),3.6
76,Brazil,1975,Emissions (thousand metric tons of carbon dioxide),"129,628"
76,Brazil,1985,Emissions (thousand metric tons of carbon dioxide),"156,328"
76,Brazil,2005,Emissions (thousand metric tons of carbon dioxide),"311,624"
76,Brazil,2010,Emissions (thousand metric tons of carbon dioxide),"372,004"
76,Brazil,2015,Emissions (thousand metric tons of carbon dioxide),"453,677"
76,Brazil,2016,Emissions (thousand metric tons of carbon dioxide),"418,287"
76,Brazil,2017,Emissions (thousand metric tons of carbon dioxide),"428,047"
76,Brazil,2018,Emissions (thousand metric tons of carbon dioxide),"406,254"
76,Brazil,1975,Emissions per capita (metric tons of carbon dioxide),1.2
76,Brazil,1985,Emissions per capita (metric tons of carbon dioxide),1.2
76,Brazil,2005,Emissions per capita (metric tons of carbon dioxide),1.7
76,Brazil,2010,Emissions per capita (metric tons of carbon dioxide),1.9
76,Brazil,2015,Emissions per capita (metric tons of carbon dioxide),2.2
76,Brazil,2016,Emissions per capita (metric tons of carbon dioxide),2
76,Brazil,2017,Emissions per capita (metric tons of carbon dioxide),2.1
76,Brazil,2018,Emissions per capita (metric tons of carbon dioxide),1.9
96,Brunei Darussalam,1975,Emissions (thousand metric tons of carbon dioxide),"1,408"
96,Brunei Darussalam,1985,Emissions (thousand metric tons of carbon dioxide),"2,946"
96,Brunei Darussalam,2005,Emissions (thousand metric tons of carbon dioxide),"4,823"
96,Brunei Darussalam,2010,Emissions (thousand metric tons of carbon dioxide),"6,862"
96,Brunei Darussalam,2015,Emissions (thousand metric tons of carbon dioxide),"5,978"
96,Brunei Darussalam,2016,Emissions (thousand metric tons of carbon dioxide),"6,412"
96,Brunei Darussalam,2017,Emissions (thousand metric tons of carbon dioxide),"6,710"
96,Brunei Darussalam,2018,Emissions (thousand metric tons of carbon dioxide),"7,143"
96,Brunei Darussalam,1975,Emissions per capita (metric tons of carbon dioxide),8.7
96,Brunei Darussalam,1985,Emissions per capita (metric tons of carbon dioxide),13.2
96,Brunei Darussalam,2005,Emissions per capita (metric tons of carbon dioxide),13.2
96,Brunei Darussalam,2010,Emissions per capita (metric tons of carbon dioxide),17.6
96,Brunei Darussalam,2015,Emissions per capita (metric tons of carbon dioxide),14.4
96,Brunei Darussalam,2016,Emissions per capita (metric tons of carbon dioxide),15.3
96,Brunei Darussalam,2017,Emissions per capita (metric tons of carbon dioxide),15.8
96,Brunei Darussalam,2018,Emissions per capita (metric tons of carbon dioxide),16.7
100,Bulgaria,1975,Emissions (thousand metric tons of carbon dioxide),"73,315"
100,Bulgaria,1985,Emissions (thousand metric tons of carbon dioxide),"82,206"
100,Bulgaria,2005,Emissions (thousand metric tons of carbon dioxide),"46,289"
100,Bulgaria,2010,Emissions (thousand metric tons of carbon dioxide),"44,045"
100,Bulgaria,2015,Emissions (thousand metric tons of carbon dioxide),"43,581"
100,Bulgaria,2016,Emissions (thousand metric tons of carbon dioxide),"40,541"
100,Bulgaria,2017,Emissions (thousand metric tons of carbon dioxide),"42,803"
100,Bulgaria,2018,Emissions (thousand metric tons of carbon dioxide),"39,893"
100,Bulgaria,1975,Emissions per capita (metric tons of carbon dioxide),8.4
100,Bulgaria,1985,Emissions per capita (metric tons of carbon dioxide),9.2
100,Bulgaria,2005,Emissions per capita (metric tons of carbon dioxide),6
100,Bulgaria,2010,Emissions per capita (metric tons of carbon dioxide),6
100,Bulgaria,2015,Emissions per capita (metric tons of carbon dioxide),6.1
100,Bulgaria,2016,Emissions per capita (metric tons of carbon dioxide),5.7
100,Bulgaria,2017,Emissions per capita (metric tons of carbon dioxide),6
100,Bulgaria,2018,Emissions per capita (metric tons of carbon dioxide),5.7
116,Cambodia,2005,Emissions (thousand metric tons of carbon dioxide),"2,639"
116,Cambodia,2010,Emissions (thousand metric tons of carbon dioxide),"4,622"
116,Cambodia,2015,Emissions (thousand metric tons of carbon dioxide),"8,012"
116,Cambodia,2016,Emissions (thousand metric tons of carbon dioxide),"9,287"
116,Cambodia,2017,Emissions (thousand metric tons of carbon dioxide),"10,763"
116,Cambodia,2018,Emissions (thousand metric tons of carbon dioxide),"10,548"
116,Cambodia,2005,Emissions per capita (metric tons of carbon dioxide),0.2
116,Cambodia,2010,Emissions per capita (metric tons of carbon dioxide),0.3
116,Cambodia,2015,Emissions per capita (metric tons of carbon dioxide),0.5
116,Cambodia,2016,Emissions per capita (metric tons of carbon dioxide),0.6
116,Cambodia,2017,Emissions per capita (metric tons of carbon dioxide),0.7
116,Cambodia,2018,Emissions per capita (metric tons of carbon dioxide),0.6
120,Cameroon,1975,Emissions (thousand metric tons of carbon dioxide),"1,019"
120,Cameroon,1985,Emissions (thousand metric tons of carbon dioxide),"2,378"
120,Cameroon,2005,Emissions (thousand metric tons of carbon dioxide),"2,936"
120,Cameroon,2010,Emissions (thousand metric tons of carbon dioxide),"5,051"
120,Cameroon,2015,Emissions (thousand metric tons of carbon dioxide),"5,945"
120,Cameroon,2016,Emissions (thousand metric tons of carbon dioxide),"6,095"
120,Cameroon,2017,Emissions (thousand metric tons of carbon dioxide),"5,957"
120,Cameroon,2018,Emissions (thousand metric tons of carbon dioxide),"6,256"
120,Cameroon,1975,Emissions per capita (metric tons of carbon dioxide),0.1
120,Cameroon,1985,Emissions per capita (metric tons of carbon dioxide),0.2
120,Cameroon,2005,Emissions per capita (metric tons of carbon dioxide),0.2
120,Cameroon,2010,Emissions per capita (metric tons of carbon dioxide),0.2
120,Cameroon,2015,Emissions per capita (metric tons of carbon dioxide),0.3
120,Cameroon,2016,Emissions per capita (metric tons of carbon dioxide),0.3
120,Cameroon,2017,Emissions per capita (metric tons of carbon dioxide),0.2
120,Cameroon,2018,Emissions per capita (metric tons of carbon dioxide),0.2
124,Canada,1975,Emissions (thousand metric tons of carbon dioxide),"377,106"
124,Canada,1985,Emissions (thousand metric tons of carbon dioxide),"393,880"
124,Canada,2005,Emissions (thousand metric tons of carbon dioxide),"538,929"
124,Canada,2010,Emissions (thousand metric tons of carbon dioxide),"526,204"
124,Canada,2015,Emissions (thousand metric tons of carbon dioxide),"549,287"
124,Canada,2016,Emissions (thousand metric tons of carbon dioxide),"541,938"
124,Canada,2017,Emissions (thousand metric tons of carbon dioxide),"553,074"
124,Canada,2018,Emissions (thousand metric tons of carbon dioxide),"565,232"
124,Canada,1975,Emissions per capita (metric tons of carbon dioxide),16.3
124,Canada,1985,Emissions per capita (metric tons of carbon dioxide),15.2
124,Canada,2005,Emissions per capita (metric tons of carbon dioxide),16.7
124,Canada,2010,Emissions per capita (metric tons of carbon dioxide),15.5
124,Canada,2015,Emissions per capita (metric tons of carbon dioxide),15.4
124,Canada,2016,Emissions per capita (metric tons of carbon dioxide),15
124,Canada,2017,Emissions per capita (metric tons of carbon dioxide),15.1
124,Canada,2018,Emissions per capita (metric tons of carbon dioxide),15.3
152,Chile,1975,Emissions (thousand metric tons of carbon dioxide),"17,112"
152,Chile,1985,Emissions (thousand metric tons of carbon dioxide),"19,631"
152,Chile,2005,Emissions (thousand metric tons of carbon dioxide),"54,435"
152,Chile,2010,Emissions (thousand metric tons of carbon dioxide),"68,605"
152,Chile,2015,Emissions (thousand metric tons of carbon dioxide),"81,092"
152,Chile,2016,Emissions (thousand metric tons of carbon dioxide),"85,246"
152,Chile,2017,Emissions (thousand metric tons of carbon dioxide),"86,143"
152,Chile,2018,Emissions (thousand metric tons of carbon dioxide),"85,716"
152,Chile,1975,Emissions per capita (metric tons of carbon dioxide),1.6
152,Chile,1985,Emissions per capita (metric tons of carbon dioxide),1.6
152,Chile,2005,Emissions per capita (metric tons of carbon dioxide),3.3
152,Chile,2010,Emissions per capita (metric tons of carbon dioxide),4
152,Chile,2015,Emissions per capita (metric tons of carbon dioxide),4.5
152,Chile,2016,Emissions per capita (metric tons of carbon dioxide),4.7
152,Chile,2017,Emissions per capita (metric tons of carbon dioxide),4.7
152,Chile,2018,Emissions per capita (metric tons of carbon dioxide),4.6
156,China,1975,Emissions (thousand metric tons of carbon dioxide),"1,029,319"
156,China,1985,Emissions (thousand metric tons of carbon dioxide),"1,626,027"
156,China,2005,Emissions (thousand metric tons of carbon dioxide),"5,407,518"
156,China,2010,Emissions (thousand metric tons of carbon dioxide),"7,830,969"
156,China,2015,Emissions (thousand metric tons of carbon dioxide),"9,093,304"
156,China,2016,Emissions (thousand metric tons of carbon dioxide),"9,054,476"
156,China,2017,Emissions (thousand metric tons of carbon dioxide),"9,245,582"
156,China,2018,Emissions (thousand metric tons of carbon dioxide),"9,528,214"
156,China,1975,Emissions per capita (metric tons of carbon dioxide),1.1
156,China,1985,Emissions per capita (metric tons of carbon dioxide),1.5
156,China,2005,Emissions per capita (metric tons of carbon dioxide),4.1
156,China,2010,Emissions per capita (metric tons of carbon dioxide),5.9
156,China,2015,Emissions per capita (metric tons of carbon dioxide),6.6
156,China,2016,Emissions per capita (metric tons of carbon dioxide),6.6
156,China,2017,Emissions per capita (metric tons of carbon dioxide),6.7
156,China,2018,Emissions per capita (metric tons of carbon dioxide),6.8
344,"China, Hong Kong SAR",1975,Emissions (thousand metric tons of carbon dioxide),"10,897"
344,"China, Hong Kong SAR",1985,Emissions (thousand metric tons of carbon dioxide),"22,306"
344,"China, Hong Kong SAR",2005,Emissions (thousand metric tons of carbon dioxide),"41,332"
344,"China, Hong Kong SAR",2010,Emissions (thousand metric tons of carbon dioxide),"41,997"
344,"China, Hong Kong SAR",2015,Emissions (thousand metric tons of carbon dioxide),"43,941"
344,"China, Hong Kong SAR",2016,Emissions (thousand metric tons of carbon dioxide),"44,759"
344,"China, Hong Kong SAR",2017,Emissions (thousand metric tons of carbon dioxide),"44,041"
344,"China, Hong Kong SAR",2018,Emissions (thousand metric tons of carbon dioxide),"42,593"
344,"China, Hong Kong SAR",1975,Emissions per capita (metric tons of carbon dioxide),2.4
344,"China, Hong Kong SAR",1985,Emissions per capita (metric tons of carbon dioxide),4.1
344,"China, Hong Kong SAR",2005,Emissions per capita (metric tons of carbon dioxide),6.1
344,"China, Hong Kong SAR",2010,Emissions per capita (metric tons of carbon dioxide),6
344,"China, Hong Kong SAR",2015,Emissions per capita (metric tons of carbon dioxide),6
